Title,Album,Artist,Genre,Year,Link,Date Added,Discovery Source,Notes,Known Issues
Supa Sharp,Supa Sharp,Martin Ikin & Roxe,House,2023-01-06,https://www.youtube.com/watch?v=cXZOzyZlPfo,2023-01-19,Heldeep Radio #445,,
Playin' Around,Playin' Around,Piero Pirupa & Samuele Scelfo,Bass House,2023-01-13,https://www.youtube.com/watch?v=P1Uls3NuRJ8,2023-01-19,Heldeep Radio #445,,
Satisfaction (Hardwell & Maddix Remix),Satisfaction,David Guetta & Benny Benassi,Techno,2023-01-05,https://www.youtube.com/watch?v=6Ckv8zV9mkA,2023-01-19,Heldeep Radio #445,,
Oops,Oops,Oliver Heldens & Karen Harding,Future House,2023-01-20,https://www.youtube.com/watch?v=GfHZYqT91l0,2023-01-21,Heldeep Radio #447,,
Lay Low,Lay Low,Tiësto,Future House,2023-01-06,https://www.youtube.com/watch?v=Aglzr-tgm5Y,2023-01-21,Heldeep Radio #447,,
Mariposa,Mariposa,Einmusik & Solee,Melodic House,2023-01-13,https://www.youtube.com/watch?v=M61qMVAlHTE,2023-01-21,Heldeep Radio #447,,
A Milli (Sidepiece Remix),A Milli,Lil Wayne & Sidepiece,Dance,2023-01-13,https://www.youtube.com/watch?v=yJ0g7Xxnut8,2023-01-21,Heldeep Radio #447,,
V I B R A T I O N,V I B R A T I O N,Kaleena Zanders & Shift K3Y,Dance,2023-01-20,https://www.youtube.com/watch?v=HYi9Vz4dOxE,2023-01-21,Heldeep Radio #447,,
Badman Sound,Badman Sound,Cloonee,Dance,2022-12-02,https://www.youtube.com/watch?v=E8R6GJf12V8,2023-01-21,Heldeep Radio #447,,
Waterfall,Waterfall,CASSIMM & Atlantic Ocean,Melodic House,2022-12-16,https://www.youtube.com/watch?v=n9I75ilsQ1I,2023-01-21,Heldeep Radio #447,,
Craving You,Craving You,HÜMAN & Tudor,Dance,2023-01-27,https://www.youtube.com/watch?v=y_cAqlSEIlA,2023-01-21,Heldeep Radio #447,not yet released,
Pantheon,Pantheon,Argy & Goom Gum,Bass House,2023-01-13,https://www.youtube.com/watch?v=THnm60-jrrk,2023-01-21,Heldeep Radio #447,,
Leave Me Like This,Quest For Fire,Skrillex & Bobby Raps,Bass House,2023-02-17,https://www.youtube.com/watch?v=4MQQCFaV2fM,2023-01-21,Heldeep Radio #447,,
Looking 4 U,Looking 4 U,Sonny Fodera,Bass House,2023-01-20,https://www.youtube.com/watch?v=2jxBod7XXIs,2023-01-21,Heldeep Radio #447,,
Pura Vida,Pura Vida,Hi-Lo,Tech House,2023-02-10,https://www.youtube.com/watch?v=uSxYOFlq6K0,2023-01-21,Heldeep Radio #447,Coming out Feb 3rd,
Losing My Head,Losing My Head,Julian Jordan,Bass House,2023-02-10,https://www.youtube.com/watch?v=RT317YYO0mU,2023-01-31,Heldeep Radio #448,,
Gimme That Bounce,Gimme That Bounce,Mau P,Bass House,2023-01-27,https://www.youtube.com/watch?v=Tj8QOaiDfC0,2023-01-31,Heldeep Radio #448,,
Till I Die,Till I Die,Space Rangers & Disco Lines,Bass House,2023-01-20,https://www.youtube.com/watch?v=gILWL2QzTRs,2023-01-31,Heldeep Radio #448,,
Fxck,Fxck,Luciid,Driving Techno,2023-01-20,https://www.youtube.com/watch?v=_7c59GH_WYY,2023-01-31,Heldeep Radio #448,,
In The Dark (Oliver Heldens Remix),In The Dark (Oliver Heldens Remix),Purple Disco Machine & Sophie and the Giants,Melodic House,2022-02-18,https://www.youtube.com/watch?v=0ha-7lxFrdI,2023-02-01,Heldeep Radio #399,,
Distance ft. Josha Daniel (Eli & Fur Remix),Oscillations,Eelke Kleijn,Melodic House,2022-02-04,https://www.youtube.com/watch?v=vz6I3cWPlJo,2023-02-01,Heldeep Radio #399,,
Won't Forget You,Won't Forget You,Shouse,Melodic House,2022-02-04,https://www.youtube.com/watch?v=VuEIGBLtxzM,2023-02-01,Heldeep Radio #399,,
Miraje,Miraje,Le Youth,Melodic House,2021-05-26,https://www.youtube.com/watch?v=vh0UC9j7Vts,2023-02-07,Heldeep Radio #364,,
Believe,Believe,Eli Brown,Bass House,2022-01-14,https://www.youtube.com/watch?v=3uer6jHgrCU,2023-02-17,Heldeep Radio #450,,
We Control,We Control,Lilly Palmer,Driving Techno,2022-02-25,https://www.youtube.com/watch?v=gU-qq1Flsig,2023-02-17,Heldeep Radio #450,,
D.A.N.C.I.N.G,D.A.N.C.I.N.G,Matroda,Melodic House,2020-04-17,https://www.youtube.com/watch?v=hIoLJOmhAJk,2023-02-17,Heldeep Radio #299,,
Seed Tray,Life Signs Vol. 2,Dusky,Melodic House,2020-02-14,https://www.youtube.com/watch?v=43flZreCnhw,2023-02-17,Heldeep Radio #299,,
Sun Hits Your Eyes,Sun Hits Your Eyes,Example,Melodic House,2020-02-28,https://www.youtube.com/watch?v=aXMNT2sTNvQ,2023-02-17,Heldeep Radio #299,,
Ting Ting Ting,Ting Ting Ting,Itzy & Oliver Heldens,Bass House,2020-03-09,https://www.youtube.com/watch?v=v-1_OND979I,2023-02-17,Heldeep Radio #299,,
Bumpin,Bumpin,Majestic,Tech House,2023-03-10,https://www.youtube.com/watch?v=arfmRuzwf-w,2023-02-26,Heldeep Radio #452,,
One Three Nine ft. Scrufizzer,One Three Nine,Zeds Dead,Bass House,2023-02-17,https://www.youtube.com/watch?v=TsE9QSgTMv0,2023-02-26,Heldeep Radio #452,,
Disco Voyager,Disco Voyager,Oliver Heldens,Melodic House,2023-02-17,https://www.youtube.com/watch?v=-MHj6tZFxdY,2023-02-26,Heldeep Radio #452,,
Hung Up (Grand V Edit),Hung Up,Madonna,Tech House,2023-02-17,https://www.youtube.com/watch?v=n8sqgayecJg,2023-02-26,Heldeep Radio #452,,
Wasted,Wasted,Joyhauser,Driving Techno,2023-03-10,https://www.youtube.com/watch?v=ZQJB-poELyE,2023-02-26,Heldeep Radio #452,,
Cold Place,You Gotta Keep Going,KaioBarssalos,Driving Techno,2023-02-03,https://www.youtube.com/watch?v=U_4yUCm3FVw,2023-02-26,Heldeep Radio #452,,
Tell Me Why (Maddix Remix),Tell Me Why,SuperMode,Driving Techno,2023-02-10,https://www.youtube.com/watch?v=wfGuzLIdvXM,2023-02-26,Heldeep Radio #452,,
Talk It Over,Little Love,Elderbrook & Vintage Culture,Melodic House,2023-03-31,https://www.youtube.com/watch?v=jbeJ4XFZ9CQ,2023-03-07,Heldeep Radio #453,,
Groove Tonight ft. Tim Morrison,Groove Tonight,"Mr. Belt & Wezol, Plastic",Melodic House,2023-03-10,https://www.youtube.com/watch?v=F4M7wsDwsOM,2023-03-07,Heldeep Radio #453,,
Vibe Like That ft. Georgia Meek,Vibe Like That,James Hurr & Simon Field,Melodic House,2023-03-10,https://www.youtube.com/watch?v=7Y0116H2prw,2023-03-07,Heldeep Radio #453,,
Darkest Hour ft. Diana Miro,Darkest Hour,Franky Wah & Christoph,Dance,2023-02-24,https://www.youtube.com/watch?v=eY7MFIt5CWk,2023-03-07,Heldeep Radio #453,,
Tina ft. The Vic ,Tina,Vintage Culture & Bhaskar & Meca,Dance,2023-03-10,https://www.youtube.com/watch?v=LQkrsm9xVxg,2023-03-07,Heldeep Radio #453,,
Nightmare,Nightmare,Ronnie Spiteri,Bass House,2023-03-10,https://www.youtube.com/watch?v=XXgYB5Ht9H8,2023-03-07,Heldeep Radio #453,,
Harlock,Monster Truck,T78 & Maxie Devine,Driving Techno,2023-03-13,https://www.youtube.com/watch?v=BolD7Xul1F4,2023-03-07,Heldeep Radio #453,,
Technology,Technology,Bisou (DE),Driving Techno,2023-02-24,https://www.youtube.com/watch?v=zv4jcvlVEGA,2023-03-07,Heldeep Radio #453,,
Chain Gun,100th Release,Remon Verhoeve,Driving Techno,2023-03-10,https://www.youtube.com/watch?v=Udlc7SSZFS4,2023-03-07,Heldeep Radio #453,,
Keine Leibe,"Keine Liebe, Kein Rave",Reinier Zonneveld & Kiki Solvei,Driving Techno,2023-03-17,https://www.youtube.com/watch?v=xU3Ipr1ntzw,2023-03-07,Heldeep Radio #453,,
Where You Are,Where You Are,John Summit & Hayla,Dance,2023-03-03,https://www.youtube.com/watch?v=5BqjhUmldDc,2023-03-08,Beatport Top 10,,
Get Lucky,Get Lucky,Marshall Jefferson & Kelli Leigh,Melodic House,2023-03-10,https://www.youtube.com/watch?v=EErjoAKpj5g,2023-03-13,Heldeep Radio #454,,
Colourblind,Colourblind,Jess Bays & Hayley May,Dance,2023-03-03,https://www.youtube.com/watch?v=U-xpIg_tj7Q,2023-03-13,Heldeep Radio #454,,
Fall To Pieces ft. Leo Wood,Endless,Marsh,Dance,2023-02-03,https://www.youtube.com/watch?v=19t0gbwDdOg,2023-03-13,Heldeep Radio #454,,
City Boy,Elevate,Miss Monique,Dance,2023-03-10,https://www.youtube.com/watch?v=LlM41hMCBnc,2023-03-13,Heldeep Radio #454,,
GLOW,,Rebūke,,,,2023-03-13,Heldeep Radio #454,,
night will never end,night will never end,umek,Bass House,2023-03-31,https://www.youtube.com/watch?v=kQXSTSR7wOM,2023-03-13,Heldeep Radio #454,,
Frisk,Frisk,Patrick Topping & Kevin Saunderson,Driving Techno,2020-01-17,https://www.youtube.com/watch?v=XrUj_xMMKDc,2023-03-20,Heldeep Radio #296,,
Wobble Like,Wobble Like,Dipzy,Bass House,2019-12-27,https://www.youtube.com/watch?v=P3x8WY-Xlpo,2023-03-20,Heldeep Radio #296,,
Take A Chance,Take A Chance,Oliver Heldens,Dance,2020-02-14,https://www.youtube.com/watch?v=RYnYfVCG9E0,2023-03-20,Heldeep Radio #296,,
The Other Side (Oliver Helden's Remix),The Other Side,SZA & Justin Timberlake,Dance,2020-04-10,https://www.youtube.com/watch?v=vZGe3qtbOuw,2023-03-20,Heldeep Radio #304,,
Living In A Dream ft. Steffanie Christi'an,We All Move Together,Inner City,Dance,2020-07-17,https://www.youtube.com/watch?v=j_Vcq-Egc3o,2023-03-20,Heldeep Radio #304,,
Nightcrawler ft. Say Lou Lou,Duality,Duke Dumont,Dance,2020-04-10,https://www.youtube.com/watch?v=fuBCPsaMx1w,2023-03-20,Heldeep Radio #306,,
Obey ft. Roland Clark,Duality,Duke Dumont,Bass House,2020-04-10,https://www.youtube.com/watch?v=eZVm2933c2Y,2023-03-20,Heldeep Radio #306,,
Love To Go,Love To Go,Lost Frequencies & Zonderling & Kelvin Jones,Melodic House,2020-04-17,https://www.youtube.com/watch?v=ipI3OrceFjc,2023-03-20,Heldeep Radio #306,,
Walls,Walls,Watermät,Dance,2020-05-08,https://www.youtube.com/watch?v=U5PcoUc0POk,2023-03-20,Heldeep Radio #306,,
To Be Real,To Be Real,Wuki & Lee Foss,Bass House,2022-03-31,https://www.youtube.com/watch?v=mjNmMG2c8ag,2023-03-22,Heldeep Radio #455,,
Environ,Speicher 128,Kölsch ,Dance,2023-03-10,https://www.youtube.com/watch?v=zUusJBjNP-8,2023-03-22,Heldeep Radio #455,,
Transmission (Armin van Buuren Remix),Asot 1110,Eelke Kleijn,Bass House,2023-03-02,https://www.youtube.com/watch?v=psvwXDxpQP0,2023-03-22,Heldeep Radio #455,,
PURA VIDA (Wehbba Remix),PURA VIDA,Hi-Lo,Driving Techno,2023-03-17,https://www.youtube.com/watch?v=OTyrZefn3gQ,2023-03-22,Heldeep Radio #455,,
Get Busy,Get Busy,Hannah Laing,Driving Techno,2023-03-10,https://www.youtube.com/watch?v=7LuY7rg-Ztk,2023-03-22,Heldeep Radio #455,,
Keep On,Discothèque Records,Keeld,Bass House,2022-07-29,https://www.youtube.com/watch?v=R-M7T2BXzZE,2023-03-22,Tomorrowland 2022 Tchami B2B Oliver Heldens,,
The Feeling,The Feeling,Massano,Dance,2020-06-01,https://www.youtube.com/watch?v=CaLwsUP1Uv0,2023-03-22,Tomorrowland 2022 Tchami B2B Oliver Heldens,,
Feel It Now (Discoplex Remix),Feel It Now,In It Together,Tech House,2021-12-03,https://www.youtube.com/watch?v=DKDgSoq395k,2023-03-23,Heldeep Radio #392,,
PAL,Sys01,FJAAK,Driving Techno,2020-07-07,https://www.youtube.com/watch?v=qyXiAxfJLqs,2023-03-27,UMF 2023 Hi-Lo B2B testpilot,,
Tourmaline ft. STORME,Tourmaline,Kryder,Dance,2022-07-22,https://www.youtube.com/watch?v=4Jvvl-h4axc,2023-03-29,Heldeep Radio #422,,
Nebula,Surrender,Victor Ruiz,Dance,2022-09-02,https://www.youtube.com/watch?v=EP7kLctnlS8,2023-03-29,Heldeep Radio #422,,
El Beso ft. Mathieu Ruz,El Beso,Dombresky & Crusy,Dance,2022-07-22,https://www.youtube.com/watch?v=mFgxkKI82TY,2023-03-29,Heldeep Radio #422,,
Lose My Mind,Lose My Mind,Shermanology,Melodic House,2022-07-22,https://www.youtube.com/watch?v=JKyS4b8sW2w,2023-03-29,Heldeep Radio #422,,
All My Love ft. Olivera,All My Love,Lenno & Novodor,Funky House,2022-07-29,https://www.youtube.com/watch?v=abk7Eo9R4n8,2023-03-29,Heldeep Radio #422,,
Massive (KREAM Remix),Summer Bits,Drake,Melodic House,2022-08-12,https://www.youtube.com/watch?v=zrv-Z-vr340,2023-03-29,Heldeep Radio #422,,
Kerching ft. Eliza Legzdina,Kerching,Joshwa & Jaded,Dance,2022-07-22,https://www.youtube.com/watch?v=e9EHxie3yF0,2023-03-29,Heldeep Radio #422,,
Crawler,Crawler,Joyhauser,Driving Techno,2022-07-08,https://www.youtube.com/watch?v=YkB2JBzYlBw,2023-03-29,Heldeep Radio #422,,
Crypto,Crypto,Drumsauw,Driving Techno,2022-07-22,https://www.youtube.com/watch?v=xiYmmVQNzcg,2023-03-29,Heldeep Radio #422,,
Sex And The Machine,Sex And The Machine,Pleasurekraft,Driving Techno,2022-08-05,https://www.youtube.com/watch?v=26pvnSDE58o,2023-03-29,Heldeep Radio #422,,
Body Horror,Sex And The Machine,Pleasurekraft,Driving Techno,2022-08-05,https://www.youtube.com/watch?v=DumQurj7nDk,2023-03-29,Heldeep Radio #422,,
LOW,LOW,Oliver Heldens & Tchami & Anabel Englund,Melodic House,2022-06-10,https://www.youtube.com/watch?v=9VJaBW3VxoI,2023-03-30,Heldeep Radio #415,,
